split,mAP,mAP50,mAP75,mAP_tiny,mAP_small_rel,mAP_medium_rel,mAP_large_rel,AR100,image_AUROC,image_AP,FPR@95TPR,in_domain_FPR@95TPR,out_domain_FPR@95TPR,detections,negative_fppi
val,0.6607153300831576,0.9510516367692667,0.7717437750804407,0.31603239628201885,0.4627025243738433,0.5583227625276715,0.705286396543131,0.7343283582089553,0.9883352272727273,0.9781488362217208,0.076,0.12300683371298406,0.00964630225080386,4654,0.21866666666666668
test,0.6850158004799988,0.9577073057669814,0.794674669383816,0.402289762514055,0.4697967950471125,0.6542015678260447,0.7453902684076676,0.7481108312342569,0.9886381766381767,0.9814943028971784,0.06666666666666667,0.11389521640091116,0.0,4468,0.228
