split,mAP,mAP50,mAP75,mAP_tiny,mAP_small_rel,mAP_medium_rel,mAP_large_rel,AR100,image_AUROC,image_AP,FPR@95TPR,in_domain_FPR@95TPR,out_domain_FPR@95TPR,detections,negative_fppi
val,0.6720357227341818,0.9567556680470647,0.7689789267424382,0.405500323551049,0.4748017851693481,0.5757522265815124,0.7111292187923958,0.7407960199004976,0.9937386363636364,0.9877177529770313,0.021333333333333333,0.03416856492027335,0.003215434083601286,3412,0.068
test,0.6816311507902243,0.9618132593246402,0.7831242126093342,0.33597556284932906,0.46224402277932686,0.642340975430068,0.7318673355380907,0.7410579345088162,0.9945413105413106,0.9909859140413125,0.02,0.03189066059225513,0.003215434083601286,3094,0.07333333333333333
