split,mAP,mAP50,mAP75,mAP_tiny,mAP_small_rel,mAP_medium_rel,mAP_large_rel,AR100,image_AUROC,image_AP,FPR@95TPR,in_domain_FPR@95TPR,out_domain_FPR@95TPR,detections,negative_fppi
val,0.6649226546762811,0.9589638822857481,0.7826378826153545,0.49502025638892266,0.46989904495059676,0.5703617754369702,0.6965662106968761,0.7353233830845771,0.9932196969696969,0.9878971558444382,0.013333333333333334,0.02050113895216401,0.003215434083601286,3216,0.05333333333333334
test,0.6867900306400464,0.9635296192940886,0.7963639617171538,0.3350964180571957,0.493861609504399,0.6417663642077925,0.7457056684741317,0.7433249370277077,0.9953314339981006,0.9922528576065328,0.021333333333333333,0.03189066059225513,0.006430868167202572,2940,0.050666666666666665
