split,mAP,mAP50,mAP75,mAP_tiny,mAP_small_rel,mAP_medium_rel,mAP_large_rel,AR100,image_AUROC,image_AP,FPR@95TPR,in_domain_FPR@95TPR,out_domain_FPR@95TPR,detections,negative_fppi
val,0.6266771217720485,0.9291265442412846,0.7256568896896359,0.25910608331741214,0.38456219988559714,0.5176705092344424,0.6749542400157336,0.6990049751243781,0.988905303030303,0.9721164190817042,0.04533333333333334,0.06605922551252848,0.01607717041800643,8259,0.11066666666666666
test,0.6541621403125997,0.9486360179766793,0.7531511699778616,0.18096432414380365,0.41245680378535654,0.621905860317842,0.7187009777425595,0.7136020151133502,0.9933561253561254,0.9878824051787302,0.030666666666666665,0.05239179954441914,0.0,7815,0.09866666666666667
