epoch,architecture,seed,lr,train_loss,train_loss_classifier,train_loss_box_reg,train_loss_objectness,train_loss_rpn_box_reg,val_map,val_map_50,val_map_75,val_map_small,val_map_medium,val_map_large,val_mar_1,val_mar_10,val_mar_100,val_mar_small,val_mar_medium,val_mar_large,val_map_per_class,val_mar_100_per_class,val_classes,val_threshold_at_target_fpr,val_image_precision,val_image_recall,val_image_f1,val_image_fpr,val_positive_recall,val_fpr_in_domain,val_fpr_out_domain,val_fpr_hard,saved_best_map,saved_best_recall_at_fpr,best_map_checkpoint,best_recall_at_fpr_checkpoint
1,faster_rcnn_r101_fpn,0,0.0001,0.08302205192647459,0.031990735072307125,0.03791654572954819,0.009340876592152547,0.003773894712485291,0.546485185623169,0.8996732234954834,0.6213074922561646,0.0,0.4540703594684601,0.5647563338279724,0.5665493011474609,0.6433098316192627,0.6436619758605957,0.0,0.5699999928474426,0.6549407243728638,-1.0,-1.0,1.0,0.9649892449388967,0.9662921348314607,0.6798418972332015,0.7981438515081207,0.009868421052631578,0.6798418972332015,0.021052631578947368,0.0,0.0,True,True,results/stage2_baselines/torchvision/baseline_faster_rcnn_r101_fpn_seed0_20260515_105235/best_map.pth,results/stage2_baselines/torchvision/baseline_faster_rcnn_r101_fpn_seed0_20260515_105235/best_recall_at_fpr.pth
