split,mAP,mAP50,mAP75,mAP_tiny,mAP_small_rel,mAP_medium_rel,mAP_large_rel,AR100,image_AUROC,image_AP,FPR@95TPR,in_domain_FPR@95TPR,out_domain_FPR@95TPR,detections,negative_fppi
val,0.6579034311140863,0.9398894801412773,0.7752142034146844,0.33888645567793546,0.44698344245021093,0.5694384183686191,0.7032084801938427,0.7345771144278607,0.982,0.9710017995198013,0.08266666666666667,0.07972665148063782,0.08681672025723473,7277,0.584
test,0.6909972298182068,0.9514221402843935,0.7934927914635954,0.383808491378039,0.4738226809644477,0.6620000271140517,0.7484942142378861,0.756675062972292,0.9805470085470085,0.9729902654736564,0.07333333333333333,0.09111617312072894,0.04823151125401929,7126,0.5786666666666667
