split,mAP,mAP50,mAP75,mAP_tiny,mAP_small_rel,mAP_medium_rel,mAP_large_rel,AR100,image_AUROC,image_AP,FPR@95TPR,in_domain_FPR@95TPR,out_domain_FPR@95TPR,detections,negative_fppi
val,0.6696219549323823,0.954496971354224,0.7971060666545812,0.4428655605404998,0.4688113186086542,0.5623753019321266,0.6967432930955535,0.7365671641791045,0.9944469696969697,0.9892783481343796,0.013333333333333334,0.02050113895216401,0.003215434083601286,3092,0.052
test,0.6917216181513776,0.9652544565447218,0.8111579848605114,0.3289272873811039,0.5110522916884591,0.6455685291386767,0.7430127729291724,0.7476070528967254,0.9937113010446343,0.9906858177639277,0.017333333333333333,0.02733485193621868,0.003215434083601286,2856,0.06133333333333333
