split,mAP,mAP50,mAP75,mAP_tiny,mAP_small_rel,mAP_medium_rel,mAP_large_rel,AR100,image_AUROC,image_AP,FPR@95TPR,in_domain_FPR@95TPR,out_domain_FPR@95TPR,detections,negative_fppi
val,0.5876164884620604,0.9082737540705524,0.6442527461963572,0.10225138654032012,0.35085869857615604,0.48873900694306743,0.6491034980403387,0.6706467661691542,0.9839924242424243,0.9654879082629941,0.06133333333333333,0.09567198177676538,0.012861736334405145,13983,0.10533333333333333
test,0.6210711501275873,0.921488162466432,0.7427629450203515,0.11728094585740381,0.30407316199042506,0.594431553645677,0.7060640832234056,0.6891687657430731,0.9896942070275404,0.9812331916544135,0.06,0.09339407744874716,0.012861736334405145,13680,0.10133333333333333
