split,mAP,mAP50,mAP75,mAP_tiny,mAP_small_rel,mAP_medium_rel,mAP_large_rel,AR100,image_AUROC,image_AP,FPR@95TPR,in_domain_FPR@95TPR,out_domain_FPR@95TPR,detections,negative_fppi
val,0.6693761107124889,0.9571162427647765,0.7733247349479894,0.4253560026781973,0.4661229003254731,0.5604880699711167,0.709924963974126,0.736318407960199,0.9933068181818182,0.9867970142515076,0.025333333333333333,0.04100227790432802,0.003215434083601286,3322,0.06666666666666667
test,0.6885192526971959,0.9651576896554819,0.7904856563182228,0.3249917936347904,0.49095904390964495,0.656833198299861,0.7552834191800972,0.7473551637279596,0.9940968660968661,0.990570170817987,0.021333333333333333,0.03189066059225513,0.006430868167202572,2966,0.06133333333333333
