split,mAP,mAP50,mAP75,mAP_tiny,mAP_small_rel,mAP_medium_rel,mAP_large_rel,AR100,image_AUROC,image_AP,FPR@95TPR,in_domain_FPR@95TPR,out_domain_FPR@95TPR,detections,negative_fppi
val,0.5964111079195846,0.9293655628535886,0.6711600125730574,0.2916130832818061,0.37930894395562004,0.47719784286837497,0.6480146704532844,0.6758706467661691,0.9883257575757576,0.9744038418649028,0.04533333333333334,0.07517084282460136,0.003215434083601286,9358,0.092
test,0.6255491225957267,0.9432766141015365,0.7265631952321925,0.09695393240349354,0.34678535940211275,0.5775530119868797,0.7020389100216551,0.6982367758186399,0.9911870845204178,0.98294161658799,0.056,0.09111617312072894,0.006430868167202572,8845,0.08266666666666667
