split,mAP,mAP50,mAP75,mAP_tiny,mAP_small_rel,mAP_medium_rel,mAP_large_rel,AR100,image_AUROC,image_AP,FPR@95TPR,in_domain_FPR@95TPR,out_domain_FPR@95TPR,detections,negative_fppi
val,0.6036802706415598,0.9372932749270665,0.6638974256859441,0.28510172335615724,0.4590348555954083,0.4646520764602669,0.6321830178742198,0.6768656716417911,0.9921666666666666,0.9833330368673447,0.030666666666666665,0.04555808656036447,0.00964630225080386,11971,0.10933333333333334
test,0.6170026656663331,0.9394686608597069,0.707077372570775,0.2545328231062997,0.41062741965325633,0.5244160302940161,0.675661521122592,0.6909319899244333,0.9927027540360873,0.9866725111214211,0.032,0.05011389521640091,0.006430868167202572,11528,0.12
