split,mAP,mAP50,mAP75,mAP_tiny,mAP_small_rel,mAP_medium_rel,mAP_large_rel,AR100,image_AUROC,image_AP,FPR@95TPR,in_domain_FPR@95TPR,out_domain_FPR@95TPR,detections,negative_fppi
val,0.6466642942788087,0.8870948562738981,0.729625778483424,0.22270428101198989,0.44186160912423184,0.537296418047753,0.7196481122071473,0.7529850746268656,0.9645113636363636,0.9331488876374782,0.172,0.1845102505694761,0.15434083601286175,156285,0.2653333333333333
test,0.6726926375202168,0.887719461469476,0.7699499653316083,0.20557364305106693,0.4313139401076687,0.5721475420802412,0.7851839844977877,0.7682619647355163,0.9622184235517569,0.9259454199457442,0.15066666666666667,0.1867881548974943,0.09967845659163987,156424,0.31733333333333336
