epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,4124.93,0.52868,0.28767,1.06581,0.91239,0.84328,0.91273,0.67249,0.82832,0.61271,1.40614,0.002426,0.002426,0.002426
28,4292.25,0.49659,0.26962,1.03862,0.87005,0.87811,0.91043,0.65444,0.85053,0.67975,1.42928,0.002327,0.002327,0.002327
29,4451.87,0.47007,0.24501,1.00304,0.91279,0.85924,0.91097,0.66762,0.81322,0.60402,1.42455,0.002228,0.002228,0.002228
30,4593.94,0.47421,0.2529,1.01408,0.91085,0.83871,0.9129,0.66915,0.82279,0.68634,1.41079,0.002129,0.002129,0.002129
31,4765.67,0.45223,0.2348,1.00274,0.91756,0.85821,0.91549,0.67736,0.82539,0.69425,1.42136,0.00203,0.00203,0.00203
32,4930.6,0.44067,0.21101,0.99198,0.91845,0.84053,0.9051,0.67346,0.80959,0.74581,1.42412,0.001931,0.001931,0.001931
33,5092.49,0.41054,0.23043,0.95128,0.90034,0.87065,0.9069,0.65784,0.81674,0.68611,1.42873,0.001832,0.001832,0.001832
34,5255.21,0.38533,0.19534,0.92458,0.8952,0.85572,0.91047,0.6685,0.81003,0.65257,1.4536,0.001733,0.001733,0.001733
35,5410.18,0.37758,0.19981,0.92544,0.91234,0.82587,0.89902,0.66259,0.81175,0.74863,1.44254,0.001634,0.001634,0.001634
36,5575.67,0.38127,0.19306,0.93408,0.89482,0.86318,0.91316,0.66967,0.80144,0.69015,1.4562,0.001535,0.001535,0.001535
37,5740.13,0.35849,0.17179,0.91328,0.91177,0.84829,0.91495,0.67793,0.77686,0.65483,1.40626,0.001436,0.001436,0.001436
38,5902.73,0.33675,0.17109,0.88675,0.94274,0.84577,0.9139,0.6666,0.82545,0.66048,1.44833,0.001337,0.001337,0.001337
39,6075.75,0.33218,0.15718,0.88246,0.92754,0.85323,0.91295,0.66525,0.78997,0.70695,1.42442,0.001238,0.001238,0.001238
40,6230.11,0.31817,0.15577,0.86721,0.91026,0.88806,0.91511,0.67913,0.80493,0.62873,1.455,0.001139,0.001139,0.001139
41,6389.15,0.30466,0.14812,0.86195,0.92154,0.88806,0.92454,0.68239,0.80065,0.65497,1.44323,0.00104,0.00104,0.00104
42,6554.04,0.28678,0.14937,0.85192,0.93096,0.8721,0.92209,0.68646,0.81147,0.64033,1.46491,0.000941,0.000941,0.000941
43,6708.67,0.27609,0.13676,0.84107,0.93573,0.85323,0.9166,0.67866,0.80596,0.6889,1.46134,0.000842,0.000842,0.000842
44,6876.23,0.26652,0.13936,0.83713,0.9479,0.86318,0.90738,0.66984,0.80377,0.72194,1.43553,0.000743,0.000743,0.000743
45,7031.32,0.24802,0.12987,0.82136,0.93863,0.87511,0.91093,0.68199,0.79593,0.71225,1.44695,0.000644,0.000644,0.000644
46,7194.31,0.24256,0.11781,0.82203,0.93103,0.87305,0.91874,0.67887,0.80752,0.69767,1.45751,0.000545,0.000545,0.000545
47,7353.08,0.23611,0.11688,0.82246,0.92886,0.88308,0.92278,0.68559,0.80699,0.68855,1.46715,0.000446,0.000446,0.000446
48,7511.31,0.21584,0.10314,0.80408,0.93061,0.87562,0.91736,0.68051,0.79615,0.71506,1.4591,0.000347,0.000347,0.000347
49,7672.3,0.21165,0.09659,0.80818,0.92239,0.88693,0.92062,0.68067,0.80211,0.68912,1.46882,0.000248,0.000248,0.000248
50,7837.21,0.20184,0.10028,0.79787,0.94947,0.84826,0.91784,0.67943,0.79604,0.71082,1.46799,0.000149,0.000149,0.000149
