epoch,architecture,seed,lr,train_loss,train_loss_classifier,train_loss_box_reg,train_loss_objectness,train_loss_rpn_box_reg,val_map,val_map_50,val_map_75,val_map_small,val_map_medium,val_map_large,val_mar_1,val_mar_10,val_mar_100,val_mar_small,val_mar_medium,val_mar_large,val_map_per_class,val_mar_100_per_class,val_classes,val_threshold_at_target_fpr,val_image_precision,val_image_recall,val_image_f1,val_image_fpr,val_positive_recall,val_fpr_in_domain,val_fpr_out_domain,val_fpr_hard,saved_best_map,saved_best_recall_at_fpr,best_map_checkpoint,best_recall_at_fpr_checkpoint
1,faster_rcnn_r50_fpn,0,0.0001,0.06836155233608349,0.026024810342707965,0.03593217586517413,0.004068556711246476,0.002336009557853798,0.5625331997871399,0.8725876808166504,0.6232002377510071,0.0,0.4981437921524048,0.5765020847320557,0.597183108329773,0.669366180896759,0.669366180896759,0.0,0.5666666626930237,0.6841897368431091,-1.0,-1.0,1.0,0.9848036766062246,0.9538461538461539,0.4901185770750988,0.6475195822454308,0.009868421052631578,0.4901185770750988,0.017543859649122806,0.0,0.00847457627118644,True,True,results/stage2_baselines/torchvision/baseline_faster_rcnn_r50_fpn_seed0_20260515_104310/best_map.pth,results/stage2_baselines/torchvision/baseline_faster_rcnn_r50_fpn_seed0_20260515_104310/best_recall_at_fpr.pth
