epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,3744.55,0.29,0.21505,0.85816,0.96071,0.91242,0.93845,0.70214,0.77819,0.56204,1.54423,0.001238,0.001238,0.001238
40,3841.98,0.28352,0.20652,0.85868,0.94831,0.91278,0.93515,0.69642,0.76566,0.64256,1.52768,0.001139,0.001139,0.001139
41,3937.36,0.27378,0.19851,0.85021,0.94651,0.93781,0.94601,0.69863,0.77372,0.59872,1.53144,0.00104,0.00104,0.00104
42,4030.03,0.25411,0.19277,0.83636,0.9448,0.93663,0.94659,0.70568,0.76229,0.60702,1.52409,0.000941,0.000941,0.000941
43,4123.78,0.24844,0.19524,0.8299,0.94932,0.93201,0.94743,0.70396,0.74845,0.5799,1.50377,0.000842,0.000842,0.000842
44,4217.38,0.24673,0.1883,0.83873,0.9423,0.93439,0.93825,0.70199,0.76921,0.60478,1.51948,0.000743,0.000743,0.000743
45,4309.85,0.22868,0.17554,0.81074,0.95404,0.92955,0.9384,0.70094,0.77625,0.61413,1.53495,0.000644,0.000644,0.000644
46,4407.39,0.21507,0.17971,0.80535,0.94411,0.92445,0.94708,0.70625,0.78124,0.62316,1.54098,0.000545,0.000545,0.000545
47,4499.34,0.20852,0.16496,0.80667,0.94786,0.92786,0.946,0.70422,0.78021,0.62697,1.5447,0.000446,0.000446,0.000446
48,4589.86,0.19242,0.15662,0.78985,0.94873,0.92786,0.93752,0.69851,0.78205,0.62108,1.5486,0.000347,0.000347,0.000347
49,4680.87,0.18698,0.15024,0.79296,0.94447,0.93082,0.93781,0.69818,0.79177,0.63724,1.58196,0.000248,0.000248,0.000248
50,4771.53,0.17798,0.14765,0.7833,0.94839,0.93035,0.93737,0.69802,0.78328,0.62695,1.56671,0.000149,0.000149,0.000149
