split,mAP,mAP50,mAP75,mAP_tiny,mAP_small_rel,mAP_medium_rel,mAP_large_rel,AR100,image_AUROC,image_AP,FPR@95TPR,in_domain_FPR@95TPR,out_domain_FPR@95TPR,detections,negative_fppi
val,0.6709243249530096,0.9591314082141965,0.7560444843307821,0.4207690888534625,0.47824339681156663,0.5835233957545879,0.7153783041917046,0.7380597014925374,0.9938484848484849,0.9878707763133537,0.018666666666666668,0.029612756264236904,0.003215434083601286,3342,0.068
test,0.6895664666662044,0.9627239701037582,0.7934235475687332,0.3412894604677859,0.4816032032518268,0.657110844225991,0.7531507502268637,0.7438287153652393,0.9939335232668566,0.9901937208620906,0.021333333333333333,0.03189066059225513,0.006430868167202572,3038,0.07866666666666666
